板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,未盈利,具有表决权差异安排,具有协议控制架构
创业板,青岛特锐德电气股份有限公司,"Qingdao TGOOD Electric Co.,Ltd.",山东省青岛市崂山区松岭路336号,300001,特锐德,2009-10-30,"1,055,897,713","1,027,946,320",,,,0,0,华东,山东,青岛市,C 制造业,www.tgood.cn,-,-,-
创业板,北京神州泰岳软件股份有限公司,"Beijing Ultrapower Software Co., LTD",北京市海淀区海淀大街34号8层818室,300002,神州泰岳,2009-10-30,"1,961,091,984","1,819,194,037",,,,0,0,华北,北京,北京市,I 信息技术,www.ultrapower.com.cn,-,-,-
创业板,乐普（北京）医疗器械股份有限公司,"Lepu Medical Technology (Beijing) Co.,Ltd.",北京市昌平区超前路37号,300003,乐普医疗,2009-10-30,"1,880,610,317","1,616,097,655",,,,0,0,华北,北京,北京市,C 制造业,www.lepumedical.com,-,-,-
创业板,南方风机股份有限公司,"NanFang Ventilator Co., Ltd.",广东省佛山市南海区小塘三环西路（狮南段）31号,300004,南风股份,2009-10-30,"479,993,598","477,553,715",,,,0,0,华南,广东,佛山市,C 制造业,www.ntfan.com,-,-,-
创业板,探路者控股集团股份有限公司,"Toread  Holdings Group  Co., Ltd.",北京市昌平区科技园区永安路26号609-06,300005,探路者,2009-10-30,"883,702,186","883,702,186",,,,0,0,华北,北京,北京市,C 制造业,www.toread.com.cn,-,-,-
创业板,重庆莱美药业股份有限公司,"Chongqing Lummy Pharmaceutical Co.,Ltd.",重庆市南岸区玉马路99号,300006,莱美药业,2009-10-30,"1,055,911,205","812,152,773",,,,0,0,西南,重庆,重庆市,C 制造业,www.cqlummy.com,-,-,-
创业板,汉威科技集团股份有限公司,Hanwei Electronics Group Corporation,河南省郑州高新技术开发区雪松路169号,300007,汉威科技,2009-10-30,"326,272,755","282,015,502",,,,0,0,华中,河南,郑州市,C 制造业,www.hanwei.cn,-,-,-
创业板,天海融合防务装备技术股份有限公司,"BESTWAY MARINE & ENERGY TECHNOLOGY CO., LTD.",上海市松江区莘砖公路518号10幢8层,300008,天海防务,2009-10-30,"1,728,029,133","1,431,170,071",,,,0,0,华东,上海,上海市,E 建筑业,www.bestwaysh.com,-,-,-
创业板,安徽安科生物工程(集团)股份有限公司,"ANHUI ANKE BIOTECHNOLOGY (GROUP)CO.,LTD.",安徽省合肥市长江西路669号高新区海关路K-1,300009,安科生物,2009-10-30,"1,673,257,958","1,209,222,205",,,,0,0,华东,安徽,合肥市,C 制造业,www.ankebio.com,-,-,-
创业板,豆神教育科技（北京）股份有限公司,DOUSHEN(BEIJING) EDUCATION &TECHNOLOGY INC.,北京市门头沟区石龙南路6号1幢6-206室,300010,*ST豆神,2009-10-30,"868,324,647","821,720,376",,,,0,0,华北,北京,北京市,I 信息技术,www.lanxum.com,-,-,-
创业板,北京鼎汉技术集团股份有限公司,"Beijing Dinghan Technology Group Co.,Ltd.",北京市丰台区南四环西路188号十八区2号楼（园区）,300011,鼎汉技术,2009-10-30,"558,650,387","500,792,001",,,,0,0,华北,北京,北京市,C 制造业,www.dinghantech.com,-,-,-
创业板,华测检测认证集团股份有限公司,"CENTRE TESTING INTERNATIONAL GROUP CO., LTD.",广东省深圳市宝安区新安街道兴东社区华测检测大楼1号楼101,300012,华测检测,2009-10-30,"1,682,828,214","1,531,244,949",,,,0,0,华南,广东,深圳市,M 科研服务,www.cti-cert.com,-,-,-
创业板,河南新宁现代物流股份有限公司,"HENAN XINNING MODERN LOGISTICS CO.,LTD.",河南自贸试验区郑州片区(经开)第八大街160号附60号728室,300013,新宁物流,2009-10-30,"446,687,115","446,007,615",,,,0,0,华中,河南,郑州市,G 运输仓储,www.xinning.com.cn,-,-,-
创业板,惠州亿纬锂能股份有限公司,"EVE Energy Co., Ltd.",广东省惠州市仲恺高新区惠风七路38号,300014,亿纬锂能,2009-10-30,"2,045,721,497","1,861,566,272",,,,0,0,华南,广东,惠州市,C 制造业,www.evebattery.com,-,-,-
创业板,爱尔眼科医院集团股份有限公司,"Aier Eye Hospital Group Co.,Ltd.",湖南省长沙市天心区芙蓉南路一段188号爱尔大厦,300015,爱尔眼科,2009-10-30,"9,328,411,413","7,878,557,020",,,,0,0,华中,湖南,长沙市,Q 卫生,www.aierchina.com,-,-,-
创业板,北京北陆药业股份有限公司,"Beijing Beilu Pharmaceutical Co.,Ltd",北京市密云区水源西路3号,300016,北陆药业,2009-10-30,"491,934,152","491,170,577",,,,0,0,华北,北京,北京市,C 制造业,www.beilu.com.cn,-,-,-
创业板,网宿科技股份有限公司,"Wangsu Science & Technology Co.,Ltd.",上海市嘉定环城路200号,300017,网宿科技,2009-10-30,"2,437,304,195","2,274,462,509",,,,0,0,华东,上海,上海市,I 信息技术,www.wangsu.com,-,-,-
创业板,武汉中元华电科技股份有限公司,"Wuhan Zhongyuan Huadian Science & Technology Co.,Ltd.",湖北省武汉东湖新技术开发区华中科技大学科技园六路6号,300018,中元股份,2009-10-30,"480,831,536","413,713,514",,,,0,0,华中,湖北,武汉市,C 制造业,www.zyhd.com.cn,-,-,-
创业板,成都硅宝科技股份有限公司,"Chengdu Guibao Science & Technology Co.,Ltd",四川省成都高新区新园大道16号,300019,硅宝科技,2009-10-30,"391,064,700","335,374,809",,,,0,0,西南,四川,成都市,C 制造业,www.guibao.cn,-,-,-
创业板,银江技术股份有限公司,"Enjoyor Technology Co.,Ltd.",浙江省杭州市益乐路223号1幢1层,300020,银江技术,2009-10-30,"794,677,974","627,750,696",,,,0,0,华东,浙江,杭州市,I 信息技术,www.enjoyor.net,-,-,-
创业板,大禹节水集团股份有限公司,"DaYu Water-saving  Group Co.,Ltd.",甘肃省酒泉市肃州区解放路290号,300021,大禹节水,2009-10-30,"858,055,400","700,991,997",,,,0,0,西北,甘肃,酒泉市,C 制造业,www.dyjs.com,-,-,-
创业板,吉峰三农科技服务股份有限公司,"Gifore Agricultural Science & Technology Service Co., Ltd.",四川省成都市郫都区成都现代工业港北部园区港通北二路219号,300022,吉峰科技,2009-10-30,"496,740,380","323,481,737",,,,0,0,西南,四川,成都市,F 批发零售,www.gifore.com,-,-,-
创业板,沈阳新松机器人自动化股份有限公司,"SIASUN ROBOT&AUTOMATION CO., LTD",辽宁省沈阳市浑南新区金辉街16号,300024,机器人,2009-10-30,"1,550,211,950","1,518,234,954",,,,0,0,东北,辽宁,沈阳市,C 制造业,www.siasun.com,-,-,-
创业板,杭州华星创业通信技术股份有限公司,"Hangzhou Huaxing Chuangye Communication Technology Co.,Ltd.",浙江省杭州市滨江区长河街道聚才路500号,300025,华星创业,2009-10-30,"508,792,922","431,773,519",,,,0,0,华东,浙江,杭州市,I 信息技术,www.hxcy.com.cn,-,-,-
创业板,天津红日药业股份有限公司,"Tianjin Chase Sun Pharmaceutical Co., Ltd.",天津市天津新技术产业园区武清开发区泉发路西,300026,红日药业,2009-10-30,"3,004,154,837","2,752,148,441",,,,0,0,华北,天津,天津市,C 制造业,www.chasesun.cn,-,-,-
创业板,华谊兄弟传媒股份有限公司,HUAYI BROTHERS MEDIA CORPORATION,浙江省东阳市横店影视产业实验区C1001,300027,华谊兄弟,2009-10-30,"2,774,505,919","2,417,762,293",,,,0,0,华东,浙江,金华市,R 文化传播,www.huayimedia.com,-,-,-
创业板,江苏华盛天龙光电设备股份有限公司,"Jiang Su Hua Sheng Tian Long Photoelectric Equipment Co.,Ltd.",江苏省金坛经济开发区华城路318号,300029,ST天龙,2009-12-25,"200,506,500","200,332,025",,,,0,0,华东,江苏,常州市,C 制造业,www.hstl.cn,-,-,-
创业板,阳普医疗科技股份有限公司,"Improve  Medical Instruments CO., Ltd.",广东省珠海市横琴新区环岛东路3000号ICC大厦南塔23层,300030,阳普医疗,2009-12-25,"309,187,315","270,649,826",,,,0,0,华南,广东,珠海市,C 制造业,www.improve-medical.com,-,-,-
创业板,无锡宝通科技股份有限公司,"WUXI BOTON TECHNOLOGY CO.,LTD.",江苏省无锡市新吴区张公路19号,300031,宝通科技,2009-12-25,"412,523,242","345,762,814",,,,0,0,华东,江苏,无锡市,I 信息技术,www.botontech.cn,-,-,-
创业板,金龙机电股份有限公司,"Jinlong Machinery & Electronic Co.,Ltd",浙江省温州市乐清市北白象镇进港大道边金龙科技园,300032,金龙机电,2009-12-25,"803,169,608","803,168,108",,,,0,0,华东,浙江,温州市,C 制造业,www.kotl.com.cn,-,-,-
创业板,浙江核新同花顺网络信息股份有限公司,"Hithink RoyalFlush Information Network Co., Ltd",浙江省杭州市余杭区五常街道同顺街18号,300033,同花顺,2009-12-25,"537,600,000","271,546,181",,,,0,0,华东,浙江,杭州市,J 金融业,www.10jqka.com.cn,-,-,-
创业板,北京钢研高纳科技股份有限公司,"Gaona Aero Material Co.,Ltd.",北京市海淀区大柳树南村19号,300034,钢研高纳,2009-12-25,"775,447,635","730,480,317",,,,0,0,华北,北京,北京市,C 制造业,www.cisri-gaona.com.cn,-,-,-
创业板,湖南中科电气股份有限公司,"Hunan Zhongke Electric Co.,Ltd.",湖南省岳阳经济技术开发区岳阳大道中科工业园,300035,中科电气,2009-12-25,"723,310,765","624,161,112",,,,0,0,华中,湖南,岳阳市,C 制造业,www.cseco.cn,-,-,-
创业板,北京超图软件股份有限公司,"Beijing SuperMap Software Co.,Ltd.",北京市朝阳区酒仙桥北路甲10号院电子城IT产业园107楼6层,300036,超图软件,2009-12-25,"492,766,617","430,844,261",,,,0,0,华北,北京,北京市,I 信息技术,www.supermap.com.cn、www.supermap.com,-,-,-
创业板,深圳新宙邦科技股份有限公司,"SHENZHEN CAPCHEM TECHNOLOGY CO.,LTD.",广东省深圳市坪山区马峦街道沙坣同富裕工业区,300037,新宙邦,2010-01-08,"745,705,208","538,434,370",,,,0,0,华南,广东,深圳市,C 制造业,www.capchem.com,-,-,-
创业板,上海凯宝药业股份有限公司,"Shanghai Kaibao Pharmaceutical Co.,Ltd.",上海市工业综合开发区程普路88号,300039,上海凯宝,2010-01-08,"1,046,000,000","916,847,269",,,,0,0,华东,上海,上海市,C 制造业,www.xykb.com,-,-,-
创业板,哈尔滨九洲集团股份有限公司,"Harbin Jiuzhou Group Co.,Ltd.",黑龙江省哈尔滨市松北区九洲路609号1#厂房,300040,九洲集团,2010-01-08,"587,688,959","461,617,823",,,,0,0,东北,黑龙江,哈尔滨市,C 制造业,www.jiuzhougroup.com,-,-,-
创业板,湖北回天新材料股份有限公司,"Hubei Huitian New Materials Co., Ltd",湖北省襄阳市国家高新技术开发区航天路7号,300041,回天新材,2010-01-08,"559,419,640","544,419,842",,,,0,0,华中,湖北,襄阳市,C 制造业,www.huitian.net.cn,-,-,-
创业板,深圳市朗科科技股份有限公司,"Netac Technology Co.,Ltd.",广东省深圳市南山区高新技术产业园区高新南六道朗科大厦16、18、19楼,300042,朗科科技,2010-01-08,"200,400,000","181,607,032",,,,0,0,华南,广东,深圳市,C 制造业,www.netac.com.cn、www.netac.com,-,-,-
创业板,星辉互动娱乐股份有限公司,Rastar Group,广东省汕头市澄海区星辉工业园(上华镇夏岛路北侧),300043,星辉娱乐,2010-01-20,"1,244,198,401","835,817,901",,,,0,0,华南,广东,汕头市,I 信息技术,www.rastar.com,-,-,-
创业板,深圳市赛为智能股份有限公司,"Shenzhen Sunwin Intelligent Co.,Ltd.",广东省深圳市龙岗区南湾街道下李朗社区联李东路8号赛为大楼A101至15楼,300044,赛为智能,2010-01-20,"763,869,228","684,815,114",,,,0,0,华南,广东,深圳市,I 信息技术,www.szsunwin.com,-,-,-
创业板,北京华力创通科技股份有限公司,"Hwa Create Co., Ltd.",北京市海淀区东北旺西路8号院乙18号楼,300045,华力创通,2010-01-20,"662,675,236","492,820,901",,,,0,0,华北,北京,北京市,C 制造业,www.hwacreate.com.cn,-,-,-
创业板,湖北台基半导体股份有限公司,"TECH SEMICONDUCTORS CO., LTD.",湖北省襄阳市襄城区胜利街162号,300046,台基股份,2010-01-20,"237,171,371","236,531,371",,,,0,0,华中,湖北,襄阳市,C 制造业,www.tech-sem.com,-,-,-
创业板,深圳天源迪科信息技术股份有限公司,"SHENZHEN TIANYUAN DIC INFORMATION TECHNOLOGY CO.,LTD.",广东省深圳市福田区福保街道福保社区广兰道6号顺仓物流中心三层深装总大厦A座309,300047,天源迪科,2010-01-20,"637,744,672","538,921,153",,,,0,0,华南,广东,深圳市,I 信息技术,www.tydic.com,-,-,-
创业板,北京合康新能科技股份有限公司,"Hiconics Eco-energy Technology Co., Ltd.",北京市经济技术开发区博兴二路3号2幢1层,300048,合康新能,2010-01-20,"1,112,613,857","1,109,383,507",,,,0,0,华北,北京,北京市,C 制造业,www.hiconics.com,-,-,-
创业板,内蒙古福瑞医疗科技股份有限公司,"Inner Mongolia Furui Medical Science Co.,Ltd.",内蒙古自治区乌兰察布市集宁区解放路103号,300049,福瑞股份,2010-01-20,"263,053,100","230,500,795",,,,0,0,华北,内蒙古,乌兰察布市,C 制造业,www.fu-rui.com,-,-,-
创业板,珠海世纪鼎利科技股份有限公司,"DingLi Corp., Ltd",广东省珠海市港湾大道科技五路8号一层,300050,世纪鼎利,2010-01-20,"544,846,718","544,514,249",,,,0,0,华南,广东,珠海市,I 信息技术,www.dingli.com,-,-,-
创业板,厦门三五互联科技股份有限公司,"Xiamen 35.com Technology Co., Ltd.",福建省厦门市火炬高新技术产业开发区软件园二期观日路8号一层,300051,三五互联,2010-02-11,"365,698,690","365,698,690",,,,0,0,华东,福建,厦门市,I 信息技术,www.35.com,-,-,-
创业板,深圳中青宝互动网络股份有限公司,"SHENZHEN ZQGAME CO., LTD",广东省深圳市福田区深南中路电子科技大厦C座43层A1,300052,中青宝,2010-02-11,"261,858,710","261,212,028",,,,0,0,华南,广东,深圳市,I 信息技术,www.zqgame.com,-,-,-
创业板,珠海航宇微科技股份有限公司,"Zhuhai Aerospace Microchips Science & Technology Co., Ltd.",广东省珠海市唐家东岸白沙路1号欧比特科技园,300053,航宇微,2010-02-11,"696,874,323","643,498,428",,,,0,0,华南,广东,珠海市,C 制造业,www.myorbita.net,-,-,-
创业板,湖北鼎龙控股股份有限公司,"Hubei Dinglong CO.,Ltd.",湖北省武汉市经济技术开发区东荆河路1号,300054,鼎龙股份,2010-02-11,"944,002,129","733,925,625",,,,0,0,华中,湖北,武汉市,C 制造业,www.dl-kg.com,-,-,-
创业板,北京万邦达环保技术股份有限公司,"Beijing Water Business Doctor Co.,Ltd.",北京市朝阳区五里桥一街1号院22号楼4层401,300055,万邦达,2010-02-26,"836,749,606","624,262,933",,,,0,0,华北,北京,北京市,E 建筑业,www.waterbd.cn,-,-,-
创业板,厦门中创环保科技股份有限公司,"Xiamen Zhongchuang Environmental Technology Co., Ltd",福建省厦门火炬高新区(翔安)产业区春光路1178-1188号,300056,中创环保,2010-02-26,"385,490,443","385,330,168",,,,0,0,华东,福建,厦门市,C 制造业,www.savings.com.cn,-,-,-
创业板,汕头万顺新材集团股份有限公司,"Shantou Wanshun New Material Group Co., Ltd.",广东省汕头保税区万顺工业园,300057,万顺新材,2010-02-26,"909,985,942","738,177,967",,,,0,0,华南,广东,汕头市,C 制造业,www.wanshun.cn,-,-,-
创业板,北京蓝色光标数据科技股份有限公司,"BlueFocus Intelligent Communications Group Co., Ltd.",北京市朝阳区酒仙桥北路9号（厂区）10幢二层A5-01,300058,蓝色光标,2010-02-26,"2,487,538,734","2,304,191,149",,,,0,0,华北,北京,北京市,L 商务服务,www.bluefocusgroup.com,-,-,-
创业板,东方财富信息股份有限公司,"East Money Information Co., Ltd.",上海市嘉定区宝安公路2999号1幢,300059,东方财富,2010-03-19,"15,856,995,052","13,430,731,260",,,,0,0,华东,上海,上海市,J 金融业,www.eastmoney.com,-,-,-
创业板,旗天科技集团股份有限公司,"QITIAN Technology Group Co., Ltd.",上海市金山区山阳镇亭卫公路1000号2幢203室,300061,旗天科技,2010-03-19,"658,993,677","560,948,720",,,,0,0,华东,上海,上海市,L 商务服务,www.qt300061.com,-,-,-
创业板,中能电气股份有限公司,"CEEPOWER CO.,LTD.",福建省福州市仓山区金山工业区金洲北路,300062,中能电气,2010-03-19,"557,577,326","378,813,206",,,,0,0,华东,福建,福州市,C 制造业,www.ceepower.com,-,-,-
创业板,广东天龙科技集团股份有限公司,"GUANGDONG TLOONG TECHNOLOGY GROUP CO.,LTD",广东省肇庆市金渡工业园内,300063,天龙集团,2010-03-26,"753,971,950","620,684,825",,,,0,0,华南,广东,肇庆市,L 商务服务,www.tloongroup.com,-,-,-
创业板,北京海兰信数据科技股份有限公司,"Beijing Highlander Digital Technology Co.,Ltd.",北京市海淀区地锦路7号院10号楼5层501,300065,海兰信,2010-03-26,"724,480,225","658,143,256",,,,0,0,华北,北京,北京市,C 制造业,www.highlander.com.cn,-,-,-
创业板,三川智慧科技股份有限公司,"Sanchuan Wisdom Technology Co.,Ltd",江西省鹰潭高新区龙岗片区三川水工产业园,300066,三川智慧,2010-03-26,"1,040,033,262","1,003,428,138",,,,0,0,华东,江西,鹰潭市,C 制造业,www.ytsanchuan.com,-,-,-
创业板,上海安诺其集团股份有限公司,"Shanghai Anoky Group Co., Ltd",上海市青浦区崧华路881号,300067,安诺其,2010-04-21,"1,050,276,214","771,607,554",,,,0,0,华东,上海,上海市,C 制造业,www.anoky.com.cn,-,-,-
创业板,浙江南都电源动力股份有限公司,"ZHEJIANG NARADA POWER SOURCE Co., Ltd.",浙江省杭州市临安区青山湖街道景观大道72号,300068,南都电源,2010-04-21,"869,178,283","827,006,739",,,,0,0,华东,浙江,杭州市,C 制造业,www.naradapower.com,-,-,-
创业板,金利华电气股份有限公司,"Jinlihua Electric Co., Ltd.",山西省长治市长治高新区太行北路188号,300069,金利华电,2010-04-21,"117,000,000","117,000,000",,,,0,0,华北,山西,长治市,C 制造业,www.jlhdq.com,-,-,-
创业板,北京碧水源科技股份有限公司,"BEIJING ORIGINWATER TECHNOLOGY CO.,LTD.",北京市海淀区生命科学园路23-2号碧水源大厦,300070,碧水源,2010-04-21,"3,624,209,363","3,371,832,122",,,,0,0,华北,北京,北京市,N 公共环保,www.originwater.com,-,-,-
创业板,北京福石控股发展股份有限公司,FS Development Investment Holdings,北京市石景山区实兴大街30号院8号楼512,300071,福石控股,2010-04-21,"948,117,486","906,834,334",,,,0,0,华北,北京,北京市,L 商务服务,www.spearhead.com.cn,-,-,-
创业板,北京海新能源科技股份有限公司,"Beijing Haixin Energy Technology Co., Ltd.",北京市海淀区人大北路33号1号楼大行基业大厦9层,300072,海新能科,2010-04-27,"2,349,720,302","2,329,787,123",,,,0,0,华北,北京,北京市,C 制造业,www.hxnk.com,-,-,-
创业板,北京当升材料科技股份有限公司,"Beijing Easpring Material Technology Co.,Ltd.",北京市丰台区南四环西路188号总部基地18区21号,300073,当升科技,2010-04-27,"506,500,774","488,466,020",,,,0,0,华北,北京,北京市,C 制造业,www.easpring.com,-,-,-
创业板,华平信息技术股份有限公司,"AVCON Information Technology Co., Ltd.",上海市杨浦区国权北路1688弄69号,300074,华平股份,2010-04-27,"531,020,900","530,472,688",,,,0,0,华东,上海,上海市,I 信息技术,www.avcon.com.cn,-,-,-
创业板,北京数字政通科技股份有限公司,"Beijing eGOVA Co., Ltd",北京市海淀区西直门北大街32号枫蓝国际中心1号楼18层1805室,300075,数字政通,2010-04-27,"620,410,158","509,944,727",,,,0,0,华北,北京,北京市,I 信息技术,www.egova.com.cn,-,-,-
创业板,宁波GQY视讯股份有限公司,"Ningbo GQY Video & Telecom Joint-Stock Co., Ltd.",浙江省宁波杭州湾新区玉海东路136号3幢,300076,GQY视讯,2010-04-30,"424,000,000","424,000,000",,,,0,0,华东,浙江,宁波市,C 制造业,www.gqy.com.cn,-,-,-
创业板,国民技术股份有限公司,Nations Technologies Inc.,广东省深圳市南山区西丽街道松坪山社区宝深路109号国民技术大厦1楼,300077,国民技术,2010-04-30,"594,841,000","566,066,900",,,,0,0,华南,广东,深圳市,C 制造业,www.nationstech.com,-,-,-
创业板,思创医惠科技股份有限公司,"HANGZHOU CENTURY CO.,LTD.",浙江省杭州市莫干山路1418-25号(上城科技经济园),300078,思创医惠,2010-04-30,"863,767,466","836,315,732",,,,0,0,华东,浙江,杭州市,C 制造业,www.sichuangyihui.com.cn,-,-,-
创业板,北京数码视讯科技股份有限公司,"Sumavision Technologies Co.,Ltd",北京市海淀区上地信息产业基地开拓路15号1幢,300079,数码视讯,2010-04-30,"1,429,008,862","1,269,057,256",,,,0,0,华北,北京,北京市,C 制造业,www.sumavision.com,-,-,-
创业板,河南易成新能源股份有限公司,"Henan Yicheng New Energy Co., Ltd",河南省开封市精细化工产业园区,300080,易成新能,2010-06-25,"2,176,149,426","1,225,491,947",,,,0,0,华中,河南,开封市,C 制造业,www.ycne.com.cn,-,-,-
创业板,恒信东方文化股份有限公司,"HENGXIN SHAMBALA CULTURE CO.,LTD.",北京市东城区藏经馆胡同2号3幢一层101,300081,恒信东方,2010-05-20,"604,795,417","506,418,057",,,,0,0,华北,北京,北京市,M 科研服务,www.hxgro.com,-,-,-
创业板,辽宁奥克化学股份有限公司,"Liao Ning Oxiranchem, Inc.",辽宁省辽阳市宏伟区万和七路38号,300082,奥克股份,2010-05-20,"680,098,200","678,207,738",,,,0,0,东北,辽宁,辽阳市,C 制造业,www.oxiranchem.com,-,-,-
创业板,广东创世纪智能装备集团股份有限公司,Guangdong Create Century Intelligent Equipment Group Corporation Limited,广东省东莞市长安镇上角村,300083,创世纪,2010-05-20,"1,675,864,589","1,353,332,004",,,,0,0,华南,广东,东莞市,C 制造业,www.gdcci.com,-,-,-
创业板,海默科技（集团）股份有限公司,Haimo Technologies  Group  Corp.,甘肃省兰州市城关区张苏滩593号,300084,海默科技,2010-05-20,"384,765,738","329,752,181",,,,0,0,西北,甘肃,兰州市,B 采矿业,www.haimo.com.cn,-,-,-
创业板,深圳市银之杰科技股份有限公司,"SHENZHEN INFOGEM TECHNOLOGIES CO., LTD.",广东省深圳市福田区沙头街道天安社区泰然五路天安数码城天祥大厦10A-1,300085,银之杰,2010-05-26,"706,640,535","512,543,707",,,,0,0,华南,广东,深圳市,I 信息技术,www.yinzhijie.com,-,-,-
创业板,康芝药业股份有限公司,"HONZ PHARMACEUTICAL CO., LTD.",海南省海口国家高新技术产业开发区药谷工业园药谷三路6号,300086,康芝药业,2010-05-26,"450,000,000","435,663,111",,,,0,0,华南,海南,海口市,C 制造业,www.honz.com.cn,-,-,-
创业板,安徽荃银高科种业股份有限公司,"Winall Hi-tech Seed Co.,Ltd.",安徽省合肥市高新区创新大道98号,300087,荃银高科,2010-05-26,"947,331,751","895,905,066",,,,0,0,华东,安徽,合肥市,A 农林牧渔,www.winallseed.com,-,-,-
创业板,芜湖长信科技股份有限公司,"Wuhu Token Sciences Co.,LTD.",安徽省自由贸易试验区芜湖片区汽经二路以东,300088,长信科技,2010-05-26,"2,454,919,149","2,442,691,917",,,,0,0,华东,安徽,芜湖市,C 制造业,www.tokengroup.com,-,-,-
创业板,金通灵科技集团股份有限公司,"Jin Tong Ling Technology Group Co., Ltd",江苏省南通市钟秀中路135号,300091,金通灵,2010-06-25,"1,489,164,214","1,100,385,660",,,,0,0,华东,江苏,南通市,C 制造业,www.jtltech.cn,-,-,-
创业板,四川科新机电股份有限公司,"Sichuan Kexin Mechanical and Electrical Equipment Co.,Ltd.",四川省什邡市马祖镇,300092,科新机电,2010-07-08,"273,923,271","167,541,985",,,,0,0,西南,四川,德阳市,C 制造业,www.sckxjd.com,-,-,-
创业板,甘肃金刚光伏股份有限公司,"Gansu Jingang Solar Co., Ltd",甘肃省酒泉市肃州区经济技术开发区西园经5路1号创业大厦2楼2-12室,300093,金刚光伏,2010-07-08,"216,000,000","215,220,700",,,,0,0,西北,甘肃,酒泉市,C 制造业,www.golden-glass.com,-,-,-
创业板,湛江国联水产开发股份有限公司,"ZHANJIANG GUOLIAN AQUATIC PRODUCTS CO., LTD",广东省湛江开发区平乐工业区永平南路、广东省湛江吴川市黄坡镇(吴川)华昱产业转移工业园工业大道6号,300094,国联水产,2010-07-08,"1,128,167,253","1,105,104,899",,,,0,0,华南,广东,湛江市,C 制造业,www.guolian.cn,-,-,-
创业板,江西华伍制动器股份有限公司,"Jiangxi Huawu Brake Co., Ltd.",江西省宜春市丰城市高新技术产业园火炬大道26号,300095,华伍股份,2010-07-28,"420,090,164","336,491,517",,,,0,0,华东,江西,宜春市,C 制造业,www.hua-wu.com,-,-,-
创业板,易联众信息技术股份有限公司,"YLZ Information Technology CO.,Ltd",福建省厦门市软件园二期观日路18号502室,300096,易联众,2010-07-28,"430,000,000","359,095,217",,,,0,0,华东,福建,厦门市,I 信息技术,www.ylzinfo.com,-,-,-
创业板,大连智云自动化装备股份有限公司,"Dalian Zhiyun Automation Co., Ltd",辽宁省大连市甘井子区营日路32号-1,300097,智云股份,2010-07-28,"288,549,669","270,018,948",,,,0,0,东北,辽宁,大连市,C 制造业,www.zhiyun-cn.com,-,-,-
创业板,高新兴科技集团股份有限公司,"Gosuncn technology group Co., Ltd.",广东省广州市黄埔区科学城开创大道2819号六楼,300098,高新兴,2010-07-28,"1,737,782,275","1,540,452,546",,,,0,0,华南,广东,广州市,I 信息技术,www.gosuncn.com,-,-,-
创业板,尤洛卡精准信息工程股份有限公司,"Uroica Precision Information Engineering Co.,LTD",山东省泰安市高新区凤祥路以西规划支路以北,300099,精准信息,2010-08-06,"737,265,255","579,417,063",,,,0,0,华东,山东,泰安市,C 制造业,www.uroica.com.cn,-,-,-
创业板,宁波双林汽车部件股份有限公司,"Ningbo Shuanglin Auto Parts Co.,LTD",浙江省宁波市宁海县西店镇潢溪口,300100,双林股份,2010-08-06,"402,149,793","387,062,884",,,,0,0,华东,浙江,宁波市,C 制造业,www.shuanglin.com,-,-,-
创业板,成都振芯科技股份有限公司,"Chengdu CORPRO Technology Co.,Ltd.",四川省成都市高新区高朋大道1号,300101,振芯科技,2010-08-06,"564,546,000","562,336,840",,,,0,0,西南,四川,成都市,C 制造业,www.corpro.cn,-,-,-
创业板,厦门乾照光电股份有限公司,"Xiamen Changelight Co.,LTD.",福建省厦门火炬高新区（翔安）产业区翔天路259-269号,300102,乾照光电,2010-08-12,"912,559,597","908,603,833",,,,0,0,华东,福建,厦门市,C 制造业,www.changelight.com.cn,-,-,-
创业板,达刚控股集团股份有限公司,"DAGANG HOLDING GROUP CO.,LTD.",陕西省西安市高新区毕原三路10号,300103,达刚控股,2010-08-12,"317,601,000","245,446,447",,,,0,0,西北,陕西,西安市,N 公共环保,www.sxdagang.com,-,-,-
创业板,烟台龙源电力技术股份有限公司,"YANTAI LONGYUAN POWER TECHNOLOGY CO., LTD.",中国（山东）自由贸易试验区烟台片区烟台开发区白云山路2号,300105,龙源技术,2010-08-20,"516,098,220","513,213,525",,,,0,0,华东,山东,烟台市,C 制造业,lyjs.chnenergy.com.cn,-,-,-
创业板,新疆西部牧业股份有限公司,"Xinjiang Western Animal Husbandry Co.,Ltd",新疆维吾尔自治区石河子市开发区北三东路29-2号,300106,西部牧业,2010-08-20,"211,332,310","211,332,310",,,,0,0,西北,新疆,石河子市,A 农林牧渔,www.xjxbmy.com,-,-,-
创业板,河北建新化工股份有限公司,"Hebei Jianxin Chemical Co., Ltd.",河北省沧州临港化工园区（中捷农场）,300107,建新股份,2010-08-20,"551,731,068","337,645,433",,,,0,0,华北,河北,沧州市,C 制造业,www.jianxinchemical.com,-,-,-
创业板,吉药控股集团股份有限公司,"Ji Yao Holding Group Co., Ltd.",吉林省梅河口市环城北路6号,300108,*ST吉药,2010-08-25,"666,014,674","656,559,424",,,,0,0,东北,吉林,通化市,C 制造业,www.jiyaogroup.com,-,-,-
