板块,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址,未盈利,具有表决权差异安排,具有协议控制架构
主板,广东锦龙发展股份有限公司,GUANGDONG GOLDEN DRAGON DEVELOPMENT INC.,广东省东莞市凤岗镇雁田东深二路66号天安数码城S3栋19楼03单元,000712,锦龙股份,1997-04-15,"896,000,000","895,165,125",,,,0,0,华南,广东,东莞市,J 金融业,www.jlgf.com,-,-,-
主板,合肥丰乐种业股份有限公司,"HEFEI FENGLE SEED CO.,LTD.",中国（安徽）自由贸易试验区合肥市蜀山经济技术开发区长江西路6500号,000713,丰乐种业,1997-04-22,"614,014,980","614,014,980",,,,0,0,华东,安徽,合肥市,A 农林牧渔,www.fengle.com.cn,-,-,-
主板,中兴-沈阳商业大厦(集团)股份有限公司,"ZHONGXING SHENYANG COMMERCIAL BUILDING GROUP CO.,LTD",辽宁省沈阳市和平区太原北街86号,000715,中兴商业,1997-05-08,"415,718,940","415,059,494",,,,0,0,东北,辽宁,沈阳市,F 批发零售,www.zxbusiness.com,-,-,-
主板,南方黑芝麻集团股份有限公司,NANFANG BLACK SESAME GR0UP CO.，LTD,广西壮族自治区容县城南规划工业集中区黑五类产业园,000716,黑芝麻,1997-04-18,"743,999,550","695,926,611",,,,0,0,华南,广西,南宁市,C 制造业,www.nanfangfood.com,-,-,-
主板,广东中南钢铁股份有限公司,"Guangdong Zhongnan Iron & Steel Co., Ltd.",广东省韶关市曲江区马坝,000717,中南股份,1997-05-08,"2,423,845,590","2,423,560,965",,,,0,0,华南,广东,韶关市,C 制造业,www.sgss.com.cn,-,-,-
主板,苏宁环球股份有限公司,"Suning Universal Co.,Ltd.",吉林省吉林经济技术开发区九站街718号,000718,苏宁环球,1997-04-08,"3,034,636,384","2,289,754,222",,,,0,0,东北,吉林,吉林市,K 房地产,www.suning-universal.com,-,-,-
主板,中原大地传媒股份有限公司,"Central China Land Media CO.,LTD",河南省焦作市塔南路45号,000719,中原传媒,1997-03-31,"1,023,203,749","667,146,043",,,,0,0,华中,河南,焦作市,R 文化传播,www.zyddcm.com,-,-,-
主板,山东新能泰山发电股份有限公司,"SHANDONG XINNENG TAISHAN POWER GENERATION CO.,LTD",山东省泰安市岱岳区长城西路6号,000720,新能泰山,1997-05-09,"1,256,531,571","1,256,531,571",,,,0,0,华东,山东,泰安市,K 房地产,www.xntsgs.com,-,-,-
主板,西安饮食股份有限公司,"Xi""AN  CATERING  CO., LTD.",陕西省西安市曲江新区西影路508号西影大厦7层,000721,西安饮食,1997-04-30,"573,914,308","437,501,920",,,,0,0,西北,陕西,西安市,H 住宿餐饮,www.chizhuanxian.com,-,-,-
主板,湖南发展集团股份有限公司,"HUNAN DEVELOPMENT GROUP CO.,LTD",湖南省长沙市天心区芙蓉中路三段142号光大发展大厦2708,000722,湖南发展,1997-05-22,"464,158,282","464,158,282",,,,0,0,华中,湖南,衡阳市,D 水电煤气,www.hnfzgf.com,-,-,-
主板,山西美锦能源股份有限公司,SHANXI MEIJIN ENERGY CO.，LTD,山西省太原市清徐县贯中大厦,000723,美锦能源,1997-05-15,"4,326,455,869","3,970,770,858",,,,0,0,华北,山西,太原市,C 制造业,www.mjenergy.cn,-,-,-
主板,京东方科技集团股份有限公司,"BOE TECHNOLOGY GROUP CO., LTD",北京市朝阳区酒仙桥路10号,000725,京东方Ａ,2001-01-12,"37,464,994,551","37,260,609,010",200725,京东方Ｂ,1997-06-10,"692,884,127","692,884,127",华北,北京,北京市,C 制造业,www.boe.com,-,-,-
主板,鲁泰纺织股份有限公司,"LU THAI TEXTILE CO., LTD",山东省淄博市高新技术开发区鲁泰大道61号,000726,鲁  泰Ａ,2000-12-25,"591,305,126","579,894,759",200726,鲁  泰Ｂ,1997-08-19,"272,302,393","272,244,943",华东,山东,淄博市,C 制造业,www.lttc.com.cn,-,-,-
主板,冠捷电子科技股份有限公司,"TPV Technology Co., Ltd.",江苏省南京市栖霞区天佑路7号,000727,冠捷科技,1997-05-20,"4,529,566,980","3,419,222,152",,,,0,0,华东,江苏,南京市,C 制造业,www.tpv-tech.com,-,-,-
主板,国元证券股份有限公司,GUOYUAN SECURITIES COMPANY LIMITED,安徽省合肥市梅山路18号,000728,国元证券,1997-06-16,"4,363,777,891","4,363,777,891",,,,0,0,华东,安徽,合肥市,J 金融业,www.gyzq.com.cn,-,-,-
主板,北京燕京啤酒股份有限公司,"BEIJING YANJING BREWERY CO.,LTD",北京市顺义区双河路9号,000729,燕京啤酒,1997-07-16,"2,818,539,341","2,509,560,118",,,,0,0,华北,北京,北京市,C 制造业,www.yanjing.com.cn,-,-,-
主板,四川美丰化工股份有限公司,"SICHUAN MEIFENG CHEMICAL INDUSTRY CO., LTD.",四川省射洪县太和镇新阳街87号,000731,四川美丰,1997-06-17,"585,723,752","585,721,427",,,,0,0,西南,四川,遂宁市,C 制造业,www.scmeif.com,-,-,-
主板,中国振华(集团)科技股份有限公司,"CHINA ZHENHUA(GROUP) SCIENCE& TECHNOLOGY CO.,LTD",贵州省贵阳市乌当区新添大道北段268号,000733,振华科技,1997-07-03,"520,413,168","520,148,418",,,,0,0,西南,贵州,贵阳市,C 制造业,www.czst.com.cn,-,-,-
主板,罗牛山股份有限公司,"Luoniushan Co., Ltd.",海南省海口市人民大道50号,000735,罗 牛 山,1997-06-11,"1,151,513,578","1,150,897,517",,,,0,0,华南,海南,海口市,A 农林牧渔,www.luoniushan.com,-,-,-
主板,中交地产股份有限公司,CCCG Real Estate Corporation Limited,重庆市江北区建新北路86号,000736,中交地产,1997-04-25,"695,433,689","695,433,689",,,,0,0,西南,重庆,重庆市,K 房地产,www.cccgrealestate.com,-,-,-
主板,北方铜业股份有限公司,"NORTH COPPER CO.,LTD.",山西省运城市盐湖区河东东街17600号,000737,北方铜业,1997-04-28,"1,772,456,167","726,271,622",,,,0,0,华北,山西,运城市,C 制造业,www.nafine.com,-,-,-
主板,中国航发动力控制股份有限公司,"AECC AERO-ENGINE CONTROL CO.,LTD.",江苏省无锡市滨湖区刘闾路33号,000738,航发控制,1997-06-26,"1,315,184,001","1,315,184,001",,,,0,0,华东,江苏,无锡市,C 制造业,www.aaec.com.cn,-,-,-
主板,普洛药业股份有限公司,"Apeloa Pharmaceutical Co.,Ltd.",浙江省东阳市横店江南路399号,000739,普洛药业,1997-05-09,"1,178,523,492","1,178,083,671",,,,0,0,华东,浙江,金华市,C 制造业,www.apeloa.com,-,-,-
主板,国海证券股份有限公司,"SEALAND SECURITIES CO., LTD.",广西壮族自治区桂林市辅星路13号,000750,国海证券,1997-07-09,"5,444,525,514","5,444,525,514",,,,0,0,华南,广西,桂林市,J 金融业,www.ghzq.com.cn,-,-,-
主板,葫芦岛锌业股份有限公司,"HULUDAO ZINC INDUSTRY CO.,LTD",辽宁省葫芦岛市龙港区锌厂路24号,000751,锌业股份,1997-06-26,"1,615,630,595","1,409,869,279",,,,0,0,东北,辽宁,葫芦岛市,C 制造业,www.hldxygf.com,-,-,-
主板,西藏发展股份有限公司,"TIBET  DEVELOPMENT CO.,LTD",西藏自治区拉萨市金珠西路格桑林卡A区28-5,000752,*ST西发,1997-06-25,"263,758,491","263,758,491",,,,0,0,西南,西藏,拉萨市,C 制造业,xzfz000752.com,-,-,-
主板,福建漳州发展股份有限公司,"Fujian Zhangzhou Development Co.,Ltd",福建省漳州市胜利东路漳州发展广场,000753,漳州发展,1997-06-26,"991,481,071","991,481,071",,,,0,0,华东,福建,漳州市,F 批发零售,www.zzdc.com.cn,-,-,-
主板,山西路桥股份有限公司,"SHANXI ROAD & BRIDGE CO.,LTD.",山西省洪洞县赵城镇,000755,山西路桥,1997-06-27,"1,467,310,196","610,043,921",,,,0,0,华北,山西,临汾市,G 运输仓储,www.sxsanwei.com,-,-,-
主板,山东新华制药股份有限公司,SHANDONG XINHUA PHARMACEUTICAL COMPANY LIMITED,山东省淄博市高新技术产业开发区化工区,000756,新华制药,1997-08-06,"479,682,835","441,006,160",,,,0,0,华东,山东,淄博市,C 制造业,www.xhzy.com,-,-,-
主板,四川浩物机电股份有限公司,"SICHUAN HAOWU ELECTROMECHANICAL CO.,LTD.",四川省内江市市中区汉渝大道1558号,000757,浩物股份,1997-06-27,"532,716,095","532,714,539",,,,0,0,西南,四川,内江市,F 批发零售,hwgf757.com,-,-,-
主板,中国有色金属建设股份有限公司,"China Nonferrous Metal Industry""s Foreign Engineering and Construction Co., Ltd.",北京市丰台区西客站南广场驻京办一号楼B座中色建设大厦,000758,中色股份,1997-04-16,"1,993,023,874","1,969,314,394",,,,0,0,华北,北京,北京市,B 采矿业,www.nfc.com.cn,-,-,-
主板,中百控股集团股份有限公司,"ZHONGBAI HOLDINGS GROUP CO.,LTD.",湖北省武汉市江汉区江汉路129号,000759,中百集团,1997-05-19,"681,021,500","655,706,025",,,,0,0,华中,湖北,武汉市,F 批发零售,www.whzb.com,-,-,-
主板,本钢板材股份有限公司,"BENGANG STEEL PLATES CO.,LTD",辽宁省本溪市平山区人民路16号,000761,本钢板材,1998-01-15,"3,708,217,278","3,708,142,603",200761,本钢板Ｂ,1997-07-08,"400,000,000","400,000,000",东北,辽宁,本溪市,C 制造业,,-,-,-
主板,西藏矿业发展股份有限公司,"TIBET MINERAL DEVELOPMENT CO.,LTD",西藏自治区拉萨市中和国际城金珠二路8号,000762,西藏矿业,1997-07-08,"521,171,240","520,800,618",,,,0,0,西南,西藏,拉萨市,B 采矿业,,-,-,-
主板,通化金马药业集团股份有限公司,"TONGHUA GOLDEN-HORSE PHARMACEUTICAL INDUSTRY CO,LTD",吉林省通化市二道江区金马路999号,000766,通化金马,1997-04-30,"966,494,707","965,970,181",,,,0,0,东北,吉林,通化市,C 制造业,www.thjm.cn,-,-,-
主板,晋能控股山西电力股份有限公司,"Jinneng Holding Shanxi  Electric Power Co.,LTD.",山西省山西示范区晋阳街南一条10号1幢-1-22层,000767,晋控电力,1997-06-09,"3,076,942,219","2,912,246,436",,,,0,0,华北,山西,太原市,D 水电煤气,www.zhangzepower.com,-,-,-
主板,中航西安飞机工业集团股份有限公司,"AVIC XI""AN AIRCRAFT INDUSTRY GROUP COMPANY LTD.",陕西省西安市阎良区西飞大道一号,000768,中航西飞,1997-06-26,"2,781,740,071","2,768,639,446",,,,0,0,西北,陕西,西安市,C 制造业,www.xac.com.cn,-,-,-
主板,广发证券股份有限公司,"GF SECURITIES CO.,LTD",广东省广州市黄埔区中新广州知识城腾飞一街2号618室,000776,广发证券,1997-06-11,"5,919,291,464","5,919,291,464",,,,0,0,华南,广东,广州市,J 金融业,www.gf.com.cn,-,-,-
主板,中核苏阀科技实业股份有限公司,"SUFA Technology Industry Co.,Ltd.,CNNC.",江苏省苏州虎丘区浒关工业园安杨路178号,000777,中核科技,1997-07-10,"384,471,593","383,410,827",,,,0,0,华东,江苏,苏州市,C 制造业,www.chinasufa.com,-,-,-
主板,新兴铸管股份有限公司,"XINXING DUCTILE IRON PIPES CO., LTD",河北省武安市上洛阳村北(二六七二厂区),000778,新兴铸管,1997-06-06,"3,990,058,776","3,896,212,692",,,,0,0,华北,河北,邯郸市,C 制造业,www.xinxing-pipes.com,-,-,-
主板,甘肃工程咨询集团股份有限公司,"Gansu Engineering Consulting Group Co., Ltd.",甘肃省兰州市七里河区瓜州路4800号甘肃国投大厦1622号,000779,甘咨询,1997-05-28,"380,095,146","376,041,474",,,,0,0,西北,甘肃,兰州市,M 科研服务,www.gsgczx.cn,-,-,-
主板,广东新会美达锦纶股份有限公司,"GUANGDONG XINHUI MEIDA NYLON CO., LTD",广东省江门市新会区会城镇江会路上浅口,000782,美达股份,1997-06-19,"528,139,623","528,139,623",,,,0,0,华南,广东,江门市,C 制造业,www.meidanylon.com,-,-,-
主板,长江证券股份有限公司,"Changjiang Securities Co., LTD",湖北省武汉市江汉区淮海路88号,000783,长江证券,1997-07-31,"5,529,959,839","5,529,959,839",,,,0,0,华中,湖北,武汉市,J 金融业,www.cjsc.com,-,-,-
主板,居然之家新零售集团股份有限公司,"EASYHOME NEW RETAIL GROUP CO., LTD",湖北省武汉市武昌区中南路9号,000785,居然之家,1997-07-11,"6,287,288,273","5,965,233,855",,,,0,0,华中,湖北,武汉市,L 商务服务,www.juran.com.cn,-,-,-
主板,北新集团建材股份有限公司,BEIJING NEW BUILDING MATERIALS PUBLIC LIMITED COMPANY,北京市海淀区复兴路17号国海广场2号楼15层,000786,北新建材,1997-06-06,"1,689,507,842","1,632,450,335",,,,0,0,华北,北京,北京市,C 制造业,www.bnbm.com.cn,-,-,-
主板,北大医药股份有限公司,"PKU HealthCare Corp., Ltd.",重庆市北碚区水土镇方正大道21号,000788,北大医药,1997-06-16,"595,987,425","595,987,425",,,,0,0,西南,重庆,重庆市,C 制造业,www.pku-hc.com,-,-,-
主板,江西万年青水泥股份有限公司,"JIANGXI WANNIANQING CEMENT CO.,LTD",江西省上饶市,000789,万年青,1997-09-23,"797,402,592","797,383,685",,,,0,0,华东,江西,上饶市,C 制造业,www.wnq.com.cn,-,-,-
主板,成都华神科技集团股份有限公司,"Chengdu huasun technology group Inc., Ltd",四川省成都高新区（西区）蜀新大道1168号2栋1楼101号,000790,华神科技,1998-03-27,"628,142,564","618,967,664",,,,0,0,西南,四川,成都市,C 制造业,www.huasungrp.com,-,-,-
主板,甘肃电投能源发展股份有限公司,GEPIC Energy Development Co.， Ltd.,中国甘肃省兰州市城关区北滨河东路69号甘肃投资集团大厦,000791,甘肃能源,1997-10-14,"1,600,540,535","1,600,524,785",,,,0,0,西北,甘肃,兰州市,D 水电煤气,www.gepiced.com,-,-,-
主板,青海盐湖工业股份有限公司,"Qinghai Salt Lake Industry Co., Ltd.",青海省格尔木市黄河路28号,000792,盐湖股份,1997-09-04,"5,432,876,672","5,432,788,602",,,,0,0,西北,青海,海西蒙古族藏族自治州,C 制造业,www.qhyhgf.com,-,-,-
主板,华闻传媒投资集团股份有限公司,Huawen Media Group,海南省海口市美兰区国兴大道15A号全球贸易之窗28楼,000793,华闻集团,1997-07-29,"1,997,245,457","1,961,008,615",,,,0,0,华南,海南,海口市,R 文化传播,www.000793.com,-,-,-
主板,英洛华科技股份有限公司,"INNUOVO TECHNOLOGY CO.,LTD.",浙江省金华市东阳市横店镇工业大道196号1号楼,000795,英洛华,1997-08-08,"1,133,684,103","1,133,684,103",,,,0,0,华东,浙江,金华市,C 制造业,www.innuovo.com,-,-,-
主板,凯撒同盛发展股份有限公司,"CAISSA  TOSUN  DEVELOPMENT  CO.,LTD.",海南省三亚市天涯区三亚湾路国际客运港区国际养生度假中心酒店B座(2#楼)6楼603室,000796,*ST凯撒,1997-07-03,"803,000,258","802,999,058",,,,0,0,华南,海南,三亚市,L 商务服务,www.caissatosun.com.cn,-,-,-
主板,中国武夷实业股份有限公司,"CHINA WUYI CO.,LTD",福建省福州市鼓楼区温泉街道五四路89号置地广场4层01店面,000797,中国武夷,1997-07-15,"1,570,754,217","1,570,215,213",,,,0,0,华东,福建,福州市,K 房地产,www.chinawuyi.com.cn,-,-,-
主板,中水集团远洋股份有限公司,"CNFC OVERSEAS FISHERIES CO.,LTD",北京市西城区西单民丰胡同31号中水大厦6层,000798,中水渔业,1998-02-12,"365,858,712","365,828,712",,,,0,0,华北,北京,北京市,A 农林牧渔,www.cofc.com.cn,-,-,-
主板,酒鬼酒股份有限公司,"JIUGUI LIQUOR CO., LTD.",湖南省吉首市峒河街道振武营村,000799,酒鬼酒,1997-07-18,"324,928,980","324,892,980",,,,0,0,华中,湖南,湘西土家族苗族自治州,C 制造业,www.jiuguijiu000799.com,-,-,-
主板,一汽解放集团股份有限公司,"FAW Jiefang Group Co., Ltd",吉林省长春市汽车开发区东风大街2259号,000800,一汽解放,1997-06-18,"4,637,332,330","4,622,515,002",,,,0,0,东北,吉林,长春市,C 制造业,www.fawjiefang.com.cn,-,-,-
主板,四川九洲电器股份有限公司,"SICHUAN JIUZHOU ELECTRONIC CO., LTD",四川省绵阳市科创园区九洲大道259号,000801,四川九洲,1998-05-06,"1,022,806,646","1,022,806,646",,,,0,0,西南,四川,绵阳市,C 制造业,www.jiuzhoutech.com.cn,-,-,-
主板,北京京西文化旅游股份有限公司,"BEIJING JINGXI CULTURE&TOURISM CO.,LTD",北京市门头沟区水闸北路21号12幢,000802,北京文化,1998-01-08,"715,900,255","715,465,255",,,,0,0,华北,北京,北京市,R 文化传播,bjwhmedia.com,-,-,-
主板,山高环能集团股份有限公司,SHANDONG HIGH SPEED RENEWABLE ENERGY GROUP LIMITED,四川省南充市顺庆区潆华南路一段9号仁和春天花园8号楼12层4号,000803,山高环能,1998-03-03,"478,916,761","403,508,742",,,,0,0,西南,四川,南充市,N 公共环保,www.000803.cn,-,-,-
主板,云南铝业股份有限公司,"YUNNAN ALUMINIUM CO.,LTD",云南省昆明市呈贡区七甸街道,000807,云铝股份,1998-04-08,"3,467,957,405","3,467,910,001",,,,0,0,西南,云南,昆明市,C 制造业,ylgf.chinalco.com.cn,-,-,-
主板,铁岭新城投资控股(集团)股份有限公司,Tieling Newcity Investment Holding (Group) Limited,辽宁省铁岭市凡河新区金沙江路12号,000809,铁岭新城,1998-06-16,"824,791,293","824,791,293",,,,0,0,东北,辽宁,铁岭市,N 公共环保,www.tielingnewcity.com.cn,-,-,-
主板,创维数字股份有限公司,"SKYWORTH DIGITAL CO.,LTD.",四川省遂宁市经济技术开发区西宁片区台商工业园内,000810,创维数字,1998-06-02,"1,150,216,072","1,117,662,310",,,,0,0,西南,四川,遂宁市,C 制造业,www.skyworthdigital.com,-,-,-
主板,冰轮环境技术股份有限公司,"Moon  Environment  Technology  Co.,Ltd.",山东省烟台市芝罘区冰轮路1号,000811,冰轮环境,1998-05-28,"745,837,804","745,822,631",,,,0,0,华东,山东,烟台市,C 制造业,www.moon-tech.com,-,-,-
主板,陕西金叶科教集团股份有限公司,"SHAANXI JINYE SCIENCE TECHNOLOGY AND EDUCATION GROUP CO.,LTD",陕西省西安市高新区锦业路1号都市之门B座19层,000812,陕西金叶,1998-06-23,"768,692,614","768,270,683",,,,0,0,西北,陕西,西安市,C 制造业,www.jinyegroup.cn,-,-,-
主板,德展大健康股份有限公司,Dezhan Healthcare Company Limited,新疆维吾尔自治区新疆乌鲁木齐市天山区金银路53号金融大厦1611室,000813,德展健康,1998-05-19,"2,173,480,882","2,164,618,490",,,,0,0,西北,新疆,乌鲁木齐市,C 制造业,www.dezhanhealthcare.com,-,-,-
主板,中冶美利云产业投资股份有限公司,"MCC MEILI CLOUD COMPUTING INDUSTRY INVESTMENT CO., LTD",宁夏回族自治区中卫市城区柔远镇,000815,美利云,1998-06-09,"695,263,035","695,263,035",,,,0,0,西北,宁夏,银川市,C 制造业,www.China-meili.com,-,-,-
主板,江苏农华智慧农业科技股份有限公司,"JIANGSU NONGHUA  INTELLIGENT  AGRICULTURE  TECHNOLOGY  CO.,LTD.",江苏省盐城经济技术开发区希望大道南路58号,000816,智慧农业,1997-08-18,"1,447,013,318","1,436,891,572",,,,0,0,华东,江苏,盐城市,C 制造业,www.jd.dongyin.com,-,-,-
主板,航锦科技股份有限公司,"HANGJIN TECHNOLOGY CO., LTD.",辽宁省葫芦岛市连山区化工街1号,000818,航锦科技,1997-10-17,"679,156,000","677,367,400",,,,0,0,东北,辽宁,葫芦岛市,C 制造业,www.hangjintechnology.com,-,-,-
主板,岳阳兴长石化股份有限公司,YUEYANG XINGCHANG PETRO-CHEMICAL CO.，LTD.,湖南省岳阳市云溪区,000819,岳阳兴长,1997-06-25,"308,081,255","299,150,255",,,,0,0,华中,湖南,岳阳市,C 制造业,www.yyxc0819.com,-,-,-
主板,神雾节能股份有限公司,"Shenwu Energy Saving Co., Ltd.",江西省南昌市望城新区璜溪大道19号十一楼1188室,000820,神雾节能,1998-06-30,"637,245,222","287,656,920",,,,0,0,华东,江西,南昌市,C 制造业,www.njswes.com.cn,-,-,-
主板,湖北京山轻工机械股份有限公司,"J.S. Corrugating Machinery Co., Ltd.",湖北省荆门市京山市开发区(镇)湖北省京山市经济开发区轻机工业园,000821,京山轻机,1998-06-26,"622,874,778","580,322,443",,,,0,0,华中,湖北,荆门市,C 制造业,www.jsmachine.com.cn,-,-,-
主板,山东海化股份有限公司,"SHANDONG HAIHUA CO.,LTD",山东省潍坊滨海经济开发区,000822,山东海化,1998-07-03,"895,091,926","895,091,926",,,,0,0,华东,山东,潍坊市,C 制造业,www.chinahaihua.com,-,-,-
主板,广东汕头超声电子股份有限公司,"GUANGDONG GOWORLD CO., LTD",广东省汕头市龙湖区龙江路12号,000823,超声电子,1997-10-08,"536,989,303","536,936,233",,,,0,0,华南,广东,汕头市,C 制造业,www.gd-goworld.com,-,-,-
主板,山西太钢不锈钢股份有限公司,SHANXI TAIGANG STAINLESS STEEL CO.LTD,山西省太原市尖草坪区尖草坪街2号,000825,太钢不锈,1998-10-21,"5,718,518,596","5,696,247,796",,,,0,0,华北,山西,太原市,C 制造业,tgbx.tisco.com.cn,-,-,-
主板,启迪环境科技发展股份有限公司,"TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT Co., LTD.",湖北省宜昌市西陵区绿萝路77号,000826,启迪环境,1998-02-25,"1,425,353,248","1,425,172,959",,,,0,0,华中,湖北,宜昌市,N 公共环保,www.tus-est.com,-,-,-
主板,东莞发展控股股份有限公司,"DONGGUAN DEVELOPMENT (HOLDINGS) CO., LTD",广东省东莞市南城街道东莞大道南城段116号轨道交通大厦2号楼3601室,000828,东莞控股,1997-06-17,"1,039,516,992","1,039,515,642",,,,0,0,华南,广东,东莞市,G 运输仓储,www.dgholdings.cn,-,-,-
主板,天音通信控股股份有限公司,"Telling  Telecommunication  Holding  Co.,Ltd.",江西省赣州市赣州经济技术开发区迎宾大道60号,000829,天音控股,1997-12-02,"1,025,100,438","1,024,129,669",,,,0,0,华东,江西,赣州市,F 批发零售,www.chinatelling.com,-,-,-
主板,鲁西化工集团股份有限公司,"Luxi  Chemical Group Co.,Ltd.",山东省聊城市高新技术产业开发区鲁西化工总部驻地,000830,鲁西化工,1998-08-07,"1,922,577,011","1,464,425,818",,,,0,0,华东,山东,聊城市,C 制造业,www.luxichemical.com,-,-,-
主板,中国稀土集团资源科技股份有限公司,"CHINA RARE EARTH RESOURCES AND TECHNOLOGY CO., LTD.",江西省赣州市章贡区章江南大道18号豪德银座A栋15层,000831,中国稀土,1998-09-11,"980,888,981","980,888,981",,,,0,0,华东,江西,赣州市,C 制造业,www.cmreltd.com,-,-,-
主板,广西粤桂广业控股股份有限公司,"Guangxi Yuegui Guangye Holdings Co., Ltd.",广西壮族自治区贵港市幸福路100号,000833,粤桂股份,1998-11-11,"668,401,851","378,085,022",,,,0,0,华南,广西,贵港市,S 综合,www.yuegui.cn,-,-,-
主板,天津富通信息科技股份有限公司,"Tianjin Futong Information Science & Technology Co.,Ltd.",天津市滨海高新区华苑产业区榕苑路10号,000836,富通信息,1997-09-29,"1,208,455,224","1,208,455,224",,,,0,0,华北,天津,天津市,C 制造业,www.000836.net,-,-,-
主板,秦川机床工具集团股份公司,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",陕西省宝鸡市姜谭路22号,000837,秦川机床,1998-09-28,"1,009,883,039","693,273,160",,,,0,0,西北,陕西,宝鸡市,C 制造业,www.qinchuan.com,-,-,-
主板,财信地产发展集团股份有限公司,"CASIN Real Estate Development Group Co.,Ltd.",重庆市江北区红黄路1号1幢24楼,000838,财信发展,1997-06-26,"1,100,462,170","1,053,765,855",,,,0,0,西南,重庆,重庆市,K 房地产,www.casindev.com,-,-,-
主板,中信国安信息产业股份有限公司,"CITIC GUOAN INFORMATION INDUSTRY CO., LTD",北京市海淀区宝盛南路1号院11号楼三层101-01室,000839,ST国安,1997-10-31,"3,919,826,352","3,919,622,018",,,,0,0,华北,北京,北京市,I 信息技术,www.citicguoaninfo.com,-,-,-
主板,承德露露股份公司,"CHENGDE LOLO CO.,LTD",河北省承德市高新技术产业开发区（西区8号）,000848,承德露露,1997-11-13,"1,052,554,074","1,052,527,571",,,,0,0,华北,河北,承德市,C 制造业,www.lolo.com.cn,-,-,-
主板,安徽华茂纺织股份有限公司,"ANHUI HUAMAO TEXTILE CO.,LTD",安徽省安庆市纺织南路80号,000850,华茂股份,1998-10-07,"943,665,009","943,377,912",,,,0,0,华东,安徽,安庆市,C 制造业,www.chinahuamao.net,-,-,-
主板,大唐高鸿网络股份有限公司,"Gohigh Networks Co.,Ltd",贵州省贵安新区贵安综合保税区电商科创园B栋6楼610-210号,000851,高鸿股份,1998-06-09,"1,157,860,020","1,131,742,547",,,,0,0,西南,贵州,贵阳市,F 批发零售,www.gohigh.com.cn,-,-,-
主板,中石化石油机械股份有限公司,Sinopec  Oilfield  Equipment  Corporation,湖北省武汉市东湖新技术开发区庙山小区华工园一路5号,000852,石化机械,1998-11-26,"955,667,689","903,419,680",,,,0,0,华中,湖北,武汉市,C 制造业,sofe.sinopec.com,-,-,-
主板,唐山冀东装备工程股份有限公司,"TANGSHAN JIDONG EQUIPMENT ENGINEERING CO., LTD.",河北省唐山曹妃甸区装备制造产业园区,000856,冀东装备,1998-08-13,"227,000,000","227,000,000",,,,0,0,华北,河北,唐山市,C 制造业,www.jdzbgc.com,-,-,-
主板,宜宾五粮液股份有限公司,"WULIANGYE YIBIN CO.,LTD.",四川省宜宾市翠屏区岷江西路150号,000858,五 粮 液,1998-04-27,"3,881,608,005","3,881,525,906",,,,0,0,西南,四川,宜宾市,C 制造业,www.wuliangye.com.cn,-,-,-
主板,安徽国风新材料股份有限公司,"Anhui Guofeng New Materials Co., Ltd.",安徽省合肥市高新区铭传路1000号,000859,国风新材,1998-11-19,"895,976,271","895,854,021",,,,0,0,华东,安徽,合肥市,C 制造业,www.guofeng.com,-,-,-
主板,北京顺鑫农业股份有限公司,"BEIJING SHUNXIN AGRICULTURE CO.,LTD",北京市顺义区站前街1号院1号楼顺鑫国际商务中心12层,000860,顺鑫农业,1998-11-04,"741,766,989","741,766,989",,,,0,0,华北,北京,北京市,C 制造业,www.000860.com,-,-,-
主板,广东海印集团股份有限公司,"GUANGDONG HIGHSUN GROUP CO.,LTD.",广东省广州市越秀区东华南路98号海印中心21-32层,000861,海印股份,1998-10-28,"2,509,244,757","2,386,797,394",,,,0,0,华南,广东,广州市,L 商务服务,www.000861.com,-,-,-
主板,宁夏银星能源股份有限公司,"Ning Xia Yin Xing Energy Co.,Ltd.",宁夏回族自治区银川市西夏区六盘山西路166号,000862,银星能源,1998-09-15,"706,118,997","501,352,890",,,,0,0,西北,宁夏,银川市,D 水电煤气,yxny.chinalco.com.cn,-,-,-
主板,三湘印象股份有限公司,"SANXIANG IMPRESSION CO.,LTD",上海市杨浦区逸仙路333号501室,000863,三湘印象,1997-09-25,"1,180,699,560","1,163,615,418",,,,0,0,华东,上海,上海市,K 房地产,www.sxgf.com,-,-,-
主板,安徽安凯汽车股份有限公司,"ANHUI ANKAI AUTOMOBILE CO.,LTD.",安徽省合肥市包河区葛淝路1号,000868,安凯客车,1997-07-25,"939,514,735","733,329,168",,,,0,0,华东,安徽,合肥市,C 制造业,www.ankai.com,-,-,-
主板,烟台张裕葡萄酿酒股份有限公司,YANTAI CHANGYU PIONEER WINE COMPANY LIMITED,山东省烟台市大马路56号,000869,张  裕Ａ,2000-10-26,"460,246,359","453,438,300",200869,张  裕Ｂ,1997-09-23,"232,003,200","231,898,050",华东,山东,烟台市,C 制造业,www.changyu.com.cn,-,-,-
